#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
A08955	NNA I	2005-035	CCIH-I--U   	Progress M-54 Down Cargo	ISS 19P Down Cargo	2005 Sep  8	A08069*	2006 Mar  2?	Earth	2006 Mar  2?	TFR	S28866	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08956	NNA I	2005-047	CCIH-I---   	Progress M-55 Up Cargo	ISS 20P Up Cargo	2005 Dec 21	S28906	2005 Dec 24?	Earth	2005 Dec 24?	TFR	A08069	RKKE	RU	RKKE	-	-	    2491 	 	   1378 	 	    2491 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08957	NNA I	2005-047	CCIH-I--U   	Progress M-55 Down Cargo	ISS 20P Down Cargo	2005 Dec 21	A08069*	2006 Jun 18?	Earth	2006 Jun 18?	TFR	S28906	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08958	NNA I	2006-013	CCIH-I---   	Progress M-56 Up Cargo	ISS 21P Up Cargo	2006 Apr 24	S29057	2006 Apr 27?	Earth	2006 Apr 27?	TFR	A08069	RKKE	RU	RKKE	-	-	    2596 	 	   1009 	 	    2596 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08959	NNA I	2006-013	CCIH-I--U   	Progress M-56 Down Cargo	ISS 21P Down Cargo	2006 Apr 24	A08069*	2006 Sep 18?	Earth	2006 Sep 18?	TFR	S29057	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08960	NNA I	2006-025	CCIH-I---   	Progress M-57 Up Cargo	ISS 22P Up Cargo	2006 Jun 24	S29245	2006 Jun 27?	Earth	2006 Jun 27?	TFR	A08069	RKKE	RU	RKKE	-	-	    2578 	 	   1161 	 	    2578 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08961	NNA I	2006-025	CCIH-I--U   	Progress M-57 Down Cargo	ISS 22P Down Cargo	2006 Jun 24	A08069*	2007 Jan 15?	Earth	2007 Jan 15?	TFR	S29245	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08962	NNA I	2006-045	CCIH-I---   	Progress M-58 Up Cargo	ISS 23P Up Cargo	2006 Oct 23	S29503	2006 Oct 27?	Earth	2006 Oct 27?	TFR	A08069	RKKE	RU	RKKE	-	-	    2378 	 	   1220 	 	    2394 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08963	NNA I	2006-045	CCIH-I--U   	Progress M-58 Down Cargo	ISS 23P Down Cargo	2006 Oct 23	A08069*	2007 Mar 20?	Earth	2007 Mar 20?	TFR	S29503	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08964	NNA I	2007-002	CCIH-I---   	Progress M-59 Up Cargo	ISS 24P Up Cargo	2007 Jan 18	S29714	2007 Jan 21?	Earth	2007 Jan 21?	TFR	A08069	RKKE	RU	RKKE	-	-	    2561 	 	   1390 	 	    2561 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08965	NNA I	2007-002	CCIH-I--U   	Progress M-59 Down Cargo	ISS 24P Down Cargo	2007 Jan 18	A08069*	2007 Jul 31?	Earth	2007 Jul 31?	TFR	S29714	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Sep 18	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08966	NNA I	2007-033	CCIH-I---   	Progress M-61 Up Cargo	ISS 26P Up Cargo	2007 Aug  2	S32001	2007 Aug  6?	Earth	2007 Aug  6?	TFR	A08069	RKKE	RU	RKKE	-	-	    2569 	 	   1281 	 	    2569 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08967	NNA I	2007-033	CCIH-I--U   	Progress M-61 Down Cargo	ISS 26P Down Cargo	2007 Aug  2	A08069*	2007 Dec 21?	Earth	2007 Dec 21?	TFR	S32001	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08968	NNA I	2007-064	CCIH-I---   	Progress M-62 Up Cargo	ISS 27P Up Cargo	2007 Dec 23	S32391	2007 Dec 27?	Earth	2007 Dec 27?	TFR	A08069	RKKE	RU	RKKE	-	-	    2431 	 	   1261 	 	    2431 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08969	NNA I	2007-064	CCIH-I--U   	Progress M-62 Down Cargo	ISS 27P Down Cargo	2007 Dec 23	A08069*	2008 Feb  3?	Earth	2008 Feb  3?	TFR	S32391	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08970	NNA I	2008-004	CCIH-I---   	Progress M-63 Up Cargo	ISS 28P Up Cargo	2008 Feb  5	S32484	2008 Feb  8?	Earth	2008 Feb  8?	TFR	A08069	RKKE	RU	RKKE	-	-	    2578 	 	   1249 	 	    2578 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08971	NNA I	2008-004	CCIH-I--U   	Progress M-63 Down Cargo	ISS 28P Down Cargo	2008 Feb  5	A08069*	2008 Apr  6?	Earth	2008 Apr  6?	TFR	S32484	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08972	NNA I	2008-023	CCIH-I---   	Progress M-64 Up Cargo	ISS 29P Up Cargo	2008 May 14	S32847	2008 May 17?	Earth	2008 May 17?	TFR	A08069	RKKE	RU	RKKE	-	-	    2337 	 	   1291 	 	    2361 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08973	NNA I	2008-023	CCIH-I--U   	Progress M-64 Down Cargo	ISS 29P Down Cargo	2008 May 14	A08069*	2008 Aug 31?	Earth	2008 Aug 31?	TFR	S32847	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08974	NNA I	2008-043	CCIH-I---   	Progress M-65 Up Cargo	ISS 30P Up Cargo	2008 Sep 10	S33340	2008 Sep 18?	Earth	2008 Sep 18?	TFR	A08069	RKKE	RU	RKKE	-	-	    2432 	 	   1264 	 	    2541 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08975	NNA I	2008-043	CCIH-I--U   	Progress M-65 Down Cargo	ISS 30P Down Cargo	2008 Sep 10	A08069*	2008 Nov 13?	Earth	2008 Nov 13?	TFR	S33340	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08976	NNA I	2009-006	CCIH-I---   	Progress M-66 Up Cargo	ISS 32P Up Cargo	2009 Feb 10	S33593	2009 Feb 14?	Earth	2009 Feb 14?	TFR	A08069	RKKE	RU	RKKE	-	-	    2298 	 	   1238 	 	    2407 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08977	NNA I	2009-006	CCIH-I--U   	Progress M-66 Down Cargo	ISS 32P Down Cargo	2009 Feb 10	A08069*	2009 May  5?	Earth	2009 May  5?	TFR	S33593	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08978	NNA I	2009-040	CCIH-I---   	Progress M-67 Up Cargo	ISS 34P Up Cargo	2009 Jul 24	S35641	2009 Jul 30?	Earth	2009 Jul 30?	TFR	A08069	RKKE	RU	RKKE	-	-	    2549 	 	   1125 	 	    2554 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08979	NNA I	2009-040	CCIH-I--U   	Progress M-67 Down Cargo	ISS 34P Down Cargo	2009 Jul 24	A08069*	2009 Sep 20?	Earth	2009 Sep 20?	TFR	S35641	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08980	NNA I	2008-060	CCIH-I---   	Progress M-01M Up Cargo	ISS 31P Up Cargo	2008 Nov 26	S33443	2008 Dec  1?	Earth	2008 Dec  1?	TFR	A08069	RKKE	RU	RKKE	-	-	    2436 	 	      0 	 	    2676 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08981	NNA I	2008-060	CCIH-I--U   	Progress M-01M Down Cargo	ISS 31P Down Cargo	2008 Nov 26	A08069*	2009 Feb  5?	Earth	2009 Feb  5?	TFR	S33443	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08982	NNA I	2009-024	CCIH-I---   	Progress M-02M Up Cargo	ISS 33P Up Cargo	2009 May  7	S34905	2009 May 13?	Earth	2009 May 13?	TFR	A08069	RKKE	RU	RKKE	-	-	    2401 	 	      0 	 	    2510 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08983	NNA I	2009-024	CCIH-I--U   	Progress M-02M Down Cargo	ISS 33P Down Cargo	2009 May  7	A08069*	2009 Jun 29?	Earth	2009 Jun 29?	TFR	S34905	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08984	NNA I	2009-056	CCIH-I---   	Progress M-03M Up Cargo	ISS 35P Up Cargo	2009 Oct 15	S35948	2009 Oct 19?	Earth	2009 Oct 19?	TFR	A08069	RKKE	RU	RKKE	-	-	    2417 	 	      0 	 	    2417 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08985	NNA I	2009-056	CCIH-I--U   	Progress M-03M Down Cargo	ISS 35P Down Cargo	2009 Oct 15	A08069*	2010 Apr 21?	Earth	2010 Apr 21?	TFR	S35948	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08986	NNA I	2010-003	CCIH-I---   	Progress M-04M Up Cargo	ISS 36P Up Cargo	2010 Feb  3	S36361	2010 Feb  6?	Earth	2010 Feb  6?	TFR	A08069	RKKE	RU	RKKE	-	-	    2685 	 	   1152 	 	    2685 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08987	NNA I	2010-003	CCIH-I--U   	Progress M-04M Down Cargo	ISS 36P Down Cargo	2010 Feb  3	A08069*	2010 May  9?	Earth	2010 May  9?	TFR	S36361	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08988	NNA I	2010-018	CCIH-I---   	Progress M-05M Up Cargo	ISS 37P Up Cargo	2010 Apr 28	S36521	2010 May  2?	Earth	2010 May  2?	TFR	A08069	RKKE	RU	RKKE	-	-	    2395 	 	   1375 	 	    2395 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08989	NNA I	2010-018	CCIH-I--U   	Progress M-05M Down Cargo	ISS 37P Down Cargo	2010 Apr 28	A08069*	2010 Oct 24?	Earth	2010 Oct 24?	TFR	S36521	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08990	NNA I	2010-033	CCIH-I---   	Progress M-06M Up Cargo	ISS 38P Up Cargo	2010 Jun 30	S36748	2010 Jul  5?	Earth	2010 Jul  5?	TFR	A08069	RKKE	RU	RKKE	-	-	    2615 	 	      0 	 	    2630 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08991	NNA I	2010-033	CCIH-I--U   	Progress M-06M Down Cargo	ISS 38P Down Cargo	2010 Jun 30	A08069*	2010 Aug 30?	Earth	2010 Aug 30?	TFR	S36748	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08992	NNA I	2010-044	CCIH-I---   	Progress M-07M Up Cargo	ISS 39P Up Cargo	2010 Sep 10	S37156	2010 Sep 13?	Earth	2010 Sep 13?	TFR	A08069	RKKE	RU	RKKE	-	-	    2203 	 	      0 	 	    2290 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08993	NNA I	2010-044	CCIH-I--U   	Progress M-07M Down Cargo	ISS 39P Down Cargo	2010 Sep 10	A08069*	2011 Feb 19?	Earth	2011 Feb 19?	TFR	S37156	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08994	NNA I	2010-055	CCIH-I---   	Progress M-08M Up Cargo	ISS 40P Up Cargo	2010 Oct 27	S37196	2010 Nov  1?	Earth	2010 Nov  1?	TFR	A08069	RKKE	RU	RKKE	-	-	    2511 	 	      0 	 	    2572 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08995	NNA I	2010-055	CCIH-I--U   	Progress M-08M Down Cargo	ISS 40P Down Cargo	2010 Oct 27	A08069*	2011 Jan 23?	Earth	2011 Jan 23?	TFR	S37196	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08996	NNA I	2011-004	CCIH-I---   	Progress M-09M Up Cargo	ISS 41P Up Cargo	2011 Jan 28	S37359	2011 Jan 31?	Earth	2011 Jan 31?	TFR	A08069	RKKE	RU	RKKE	-	-	    2530 	 	      0 	 	    2666 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08997	NNA I	2011-004	CCIH-I--U   	Progress M-09M Down Cargo	ISS 41P Down Cargo	2011 Jan 28	A08069*	2011 Apr 21?	Earth	2011 Apr 21?	TFR	S37359	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08998	NNA I	2011-017	CCIH-I---   	Progress M-10M Up Cargo	ISS 42P Up Cargo	2011 Apr 27	S37396	2011 Apr 30?	Earth	2011 Apr 30?	TFR	A08069	RKKE	RU	RKKE	-	-	    2549 	 	      0 	 	    2645 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A08999	NNA I	2011-017	CCIH-I--U   	Progress M-10M Down Cargo	ISS 42P Down Cargo	2011 Apr 27	A08069*	2011 Oct 28?	Earth	2011 Oct 28?	TFR	S37396	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09000	NNA I	2011-027	CCIH-I---   	Progress M-11M Up Cargo	ISS 43P Up Cargo	2011 Jun 21	S37679	2011 Jun 24?	Earth	2011 Jun 24?	TFR	A08069	RKKE	RU	RKKE	-	-	    2673 	 	      0 	 	    2673 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09001	NNA I	2011-027	CCIH-I--U   	Progress M-11M Down Cargo	ISS 43P Down Cargo	2011 Jun 21	A08069*	2011 Aug 22?	Earth	2011 Aug 22?	TFR	S37679	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09002	NNA I	2011-062	CCIH-I---   	Progress M-13M Up Cargo	ISS 45P Up Cargo	2011 Oct 30	S37857	2011 Nov  3?	Earth	2011 Nov  3?	TFR	A08069	RKKE	RU	RKKE	-	-	    2364 	 	   1350 	 	    2398 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09003	NNA I	2011-062	CCIH-I--U   	Progress M-13M Down Cargo	ISS 45P Down Cargo	2011 Oct 30	A08069*	2012 Jan 22?	Earth	2012 Jan 22?	TFR	S37857	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09004	NNA I	2012-004	CCIH-I---   	Progress M-14M Up Cargo	ISS 46P Up Cargo	2012 Jan 25	S38073	2012 Jan 29?	Earth	2012 Jan 29?	TFR	A08069	RKKE	RU	RKKE	-	-	    2606 	 	      0 	 	    2669 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09005	NNA I	2012-004	CCIH-I--U   	Progress M-14M Down Cargo	ISS 46P Down Cargo	2012 Jan 25	A08069*	2012 Apr 18?	Earth	2012 Apr 18?	TFR	S38073	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09006	NNA I	2012-015	CCIH-I---   	Progress M-15M Up Cargo	ISS 47P Up Cargo	2012 Apr 20	S38222	2012 Apr 23?	Earth	2012 Apr 23?	TFR	A08069	RKKE	RU	RKKE	-	-	    2356 	 	      0 	 	    2356 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09007	NNA I	2012-015	CCIH-I--U   	Progress M-15M Down Cargo	ISS 47P Down Cargo	2012 Apr 20	A08069*	2012 Jul 21?	Earth	2012 Jul 21?	TFR	S38222	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09008	NNA I	2012-042	CCIH-I---   	Progress M-16M Up Cargo	ISS 48P Up Cargo	2012 Aug  1	S38738	2012 Aug  3?	Earth	2012 Aug  3?	TFR	A08069	RKKE	RU	RKKE	-	-	    2631 	 	      0 	 	    2639 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09009	NNA I	2012-042	CCIH-I--U   	Progress M-16M Down Cargo	ISS 48P Down Cargo	2012 Aug  1	A08069*	2013 Feb  8?	Earth	2013 Feb  8?	TFR	S38738	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09010	NNA I	2012-060	CCIH-I---   	Progress M-17M Up Cargo	ISS 49P Up Cargo	2012 Oct 31	S38975	2012 Nov  1?	Earth	2012 Nov  1?	TFR	A08069	RKKE	RU	RKKE	-	-	    2397 	 	   1150 	 	    2397 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09011	NNA I	2012-060	CCIH-I--U   	Progress M-17M Down Cargo	ISS 49P Down Cargo	2012 Oct 31	A08069*	2013 Apr 14?	Earth	2013 Apr 14?	TFR	S38975	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09012	NNA I	2013-007	CCIH-I---   	Progress M-18M Up Cargo	ISS 50P Up Cargo	2013 Feb 11	S39082	2013 Feb 12?	Earth	2013 Feb 12?	TFR	A08069	RKKE	RU	RKKE	-	-	    2550 	 	   1368 	 	    2638 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09013	NNA I	2013-007	CCIH-I--U   	Progress M-18M Down Cargo	ISS 50P Down Cargo	2013 Feb 11	A08069*	2013 Jul 24?	Earth	2013 Jul 24?	TFR	S39082	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09014	NNA I	2013-017	CCIH-I---   	Progress M-19M Up Cargo	ISS 51P Up Cargo	2013 Apr 24	S39148	2013 Apr 27?	Earth	2013 Apr 27?	TFR	A08069	RKKE	RU	RKKE	-	-	    2300 	 	   1541 	 	    2366 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09015	NNA I	2013-017	CCIH-I--U   	Progress M-19M Down Cargo	ISS 51P Down Cargo	2013 Apr 24	A08069*	2013 Jun 10?	Earth	2013 Jun 10?	TFR	S39148	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09016	NNA I	2013-039	CCIH-I---   	Progress M-20M Up Cargo	ISS 52P Up Cargo	2013 Jul 27	S39219	2013 Jul 29?	Earth	2013 Jul 29?	TFR	A08069	RKKE	RU	RKKE	-	-	    2259 	 	   1401 	 	    2366 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09017	NNA I	2013-039	CCIH-I--U   	Progress M-20M Down Cargo	ISS 52P Down Cargo	2013 Jul 27	A08069*	2014 Feb  2?	Earth	2014 Feb  2?	TFR	S39219	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09018	NNA I	2013-069	CCIH-I---   	Progress M-21M Up Cargo	ISS 53P Up Cargo	2013 Nov 25	S39456	2013 Nov 30?	Earth	2013 Nov 30?	TFR	A08069	RKKE	RU	RKKE	-	-	    2233 	 	   1265 	 	    2398 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09019	NNA I	2013-069	CCIH-I--U   	Progress M-21M Down Cargo	ISS 53P Down Cargo	2013 Nov 25	A08069*	2014 Jun  8?	Earth	2014 Jun  8?	TFR	S39456	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09020	NNA I	2014-005	CCIH-I---   	Progress M-22M Up Cargo	ISS 54P Up Cargo	2014 Feb  5	S39506	2014 Feb  6?	Earth	2014 Feb  6?	TFR	A08069	RKKE	RU	RKKE	-	-	    2369 	 	   1244 	 	    2370 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09021	NNA I	2014-005	CCIH-I--U   	Progress M-22M Down Cargo	ISS 54P Down Cargo	2014 Feb  5	A08069*	2014 Apr  6?	Earth	2014 Apr  6?	TFR	S39506	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09022	NNA I	2014-018	CCIH-I---   	Progress M-23M Up Cargo	ISS 55P Up Cargo	2014 Apr  9	S39648	2014 Apr 10?	Earth	2014 Apr 10?	TFR	A08069	RKKE	RU	RKKE	-	-	    2320 	 	   1215 	 	    2383 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
A09023	NNA I	2014-018	CCIH-I--U   	Progress M-23M Down Cargo	ISS 55P Down Cargo	2014 Apr  9	A08069*	2014 Jul 20?	Earth	2014 Jul 20?	TFR	S39648	RKKE	RU	RKKE	-	-	    1000 	?	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Irr	2009 Dec 21	     341	 	     353	 	 51.64 	 	LLEO/I	-	-
