#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
F00756	NSO	1976-F01	R3  F       	M-3C-3 Stage 3	M-3A	1976 Feb  4	R35262	1976 Feb  4 0602	Earth	1976 Feb  4 0602	S	-	ISAS	J	NISS	M-3A	-	     130 	 	    130 	 	     130 	 	   2.3 	 	  1.1 	 	    2.3 	 	Sphere + Cone	1976 Feb  4	   -5341	 	      84	 	 31.04 	 	SO	-	-
F00757	NSO	1976-F01	P   F       	CORSA	CORSA	1976 Feb  4	F00756	1976 Feb  4 0602	Earth	1976 Feb  4 0602	AS	-	ISAS	J	ISAS	CORSA	-	      85 	 	     85 	 	      85 	 	   0.7 	 	  0.8 	 	    0.8 	 	Poly	1976 Feb  4	   -5341	 	      84	 	 31.04 	 	SO	-	-
F00758	NSO	1976-F02	R3  F       	Soyuz-U No. 056 Blok-I	11S510	1976 Oct  4	L44444	1976 Oct  4 1101	Earth	1976 Oct  4 1101	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1976 Oct  4	   -6000	?	      40	?	 81.40 	 	ATM	-	-
F00759	NSO	1976-F02	P   F       	[Kosmos]	Fram No. 3L	1976 Oct  4	F00758	1976 Oct  4 1101	Earth	1976 Oct  4 1101	AS	-	MOM	SU	TSSKB	Fram	-	    2455 	?	   2455 	?	    5815 	?	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1976 Oct  4	   -6000	?	      40	?	 81.40 	 	ATM	-	Zenit-4MKT No. 3L:P,11F635 No. 770-52-023:RA
F00760	NSO	1976-F02	C   F       	Priborniy otsek	PO	1976 Oct  4	F00759	1976 Oct  4 1101	Earth	1976 Oct  4 1101	AS	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	?	   3200 	?	       0 	?	   2.4 	 	  2.2 	 	    2.4 	 	DCone	1976 Oct  4	   -6000	?	      40	?	 81.40 	 	ATM	-	-
F00761	NSO	1976-F02	C  MF       	KDU	KDU	1976 Oct  4	F00759	1976 Oct  4 1101	Earth	1976 Oct  4 1101	AS	-	MOM	SU	TSSKB	Zenit KDU	-	     425 	?	    140 	?	       0 	?	   1.0 	 	  0.4 	 	    1.0 	 	Trunc Cone	1976 Oct  4	   -6000	?	      40	?	 81.40 	 	ATM	-	-
F00762	NSO	1976-F02	C  FF       	Blenda	Sunshade	1976 Oct  4	F00759	1976 Oct  4 1101	Earth	1976 Oct  4 1101	AS	-	MOM	SU	TSSKB	Zenit BZA	-	      20 	?	     20 	?	       0 	?	   1.0 	?	  0.4 	?	    1.0 	 	Box	1976 Oct  4	   -6000	?	      40	?	 81.40 	 	ATM	-	-
F00763	NSO	1976-F03	R2--F--*    	FB-1 701-08 Stage 2	FB-1 Stage 2	1976 Nov 10	R36697	1976 Nov 10	Earth	1976 Nov 10	S	-	JGB7	CN	SBA2	CZ-2 Stage 2	-	    3535 	 	   3535 	 	    3535 	 	   8.6 	 	  3.4 	 	    8.6 	 	Cyl	1976 Nov 10	   -1000	?	     185	?	 69.00 	 	SO	-	-
F00764	NSO	1976-F03	P   F       	JSSW 6	Jishu Shiyan Weixing 6	1976 Nov 10	F00763	1976 Nov 10	Earth	1976 Nov 10	AS	-	JGB7	CN	CAST	JSSW	-	    1208 	 	   1208 	 	    1208 	 	   2.5 	 	  1.7 	 	    2.5 	 	Rounded Cyl	1976 Nov 10	   -1000	?	     185	?	 69.00 	 	SO	-	-
F00765	NSO	1977-F01	R3  F       	Soyuz-U 26-672 Blok-I	11S510	1977 Feb 22	L45772	1977 Feb 22 0920?	Earth	1977 Feb 22	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1977 Feb 22	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00766	NSO	1977-F01	P   F       	[Kosmos]	Germes No. 72L	1977 Feb 22	F00765	1977 Feb 22 0920?	Earth	1977 Feb 22	AS	-	MOM	SU	TSSKB	Zenit-4MK	-	    2310 	?	   2310 	?	    5675 	?	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1977 Feb 22	   -6300	?	      10	?	 65.00 	 	ATM	-	Zenit-4MK No. 72L:P,11F692 No. 780-26-672:RA
F00767	NSO	1977-F01	C   F       	Priborniy otsek	PO	1977 Feb 22	F00766	1977 Feb 22 0920?	Earth	1977 Feb 22	AS	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	?	   3200 	?	       0 	?	   2.4 	 	  2.2 	 	    2.4 	 	DCone	1977 Feb 22	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00768	NSO	1977-F01	C  MF       	KDU	KDU	1977 Feb 22	F00766	1977 Feb 22 0920?	Earth	1977 Feb 22	AS	-	MOM	SU	TSSKB	Zenit KDU	-	     425 	?	    140 	?	       0 	?	   1.0 	 	  0.4 	 	    1.0 	 	Trunc Cone	1977 Feb 22	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00769	NSO	1977-F01	C  FF       	Blenda	Sunshade	1977 Feb 22	F00766	1977 Feb 22 0920?	Earth	1977 Feb 22	AS	-	MOM	SU	TSSKB	Zenit BZA	-	      25 	?	     25 	?	       0 	?	   1.0 	?	  0.4 	?	    1.0 	 	Box	1977 Feb 22	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00770	NSO	1977-F02	R3  F       	Proton-K 293-01 Stage 3	8S812	1977 Aug  4	L47182	1977 Aug  4 2201	Earth	1977 Aug  4 2201	S	-	RVSN	SU	ZIKH	8S812	-	    4185 	 	   4185 	 	    4185 	 	   6.5 	 	  4.2 	 	    6.5 	 	Cyl	1977 Aug  4	   -6370	?	      20	?	 51.60 	 	ATM	-	-
F00771	NSO	1977-F02	PP  F       	[Kosmos]	TKS VA No. 009A/P	1977 Aug  4	F00773	1977 Aug  4 2201	Earth	1977 Aug  4 2202?	L	-	MOM	SU	ZIKH	TKS VA	-	    3800 	 	   3800 	 	    4250 	 	   4.1 	 	  3.1 	 	    4.1 	 	Trunc Cone	1977 Aug  4	   -6370	?	      20	?	 51.60 	 	ATM	-	-
F00772	NSO	1977-F02	PP  F       	[Kosmos]	TKS VA No. 009/P	1977 Aug  4	F00773	1977 Aug  4 2201	Earth	1977 Aug  4 2201	S	-	MOM	SU	ZIKH	TKS VA	-	    3800 	 	   3800 	 	    4250 	 	   4.1 	 	  3.1 	 	    4.1 	 	Trunc Cone	1977 Aug  4	   -6370	?	      20	?	 51.60 	 	ATM	-	-
F00773	NSO	1977-F02	P   F       	82LB72 LVI-2	TKS GVM	1977 Aug  4	F00770	1977 Aug  4 2201	Earth	1977 Aug  4 2201	AS	-	MOM	SU	ZIKH	TKS GVM	-	    5000 	?	   5000 	?	    5200 	?	   8.0 	?	  4.1 	 	    8.0 	?	Cyl	1977 Aug  4	   -6370	?	      20	?	 51.60 	 	ATM	-	-
F00774	NSO	1977-F02	C   F       	TKS VA cover	TKS GVM cover	1977 Aug  4	F00773	1977 Aug  4 2201	Earth	1977 Aug  4 2201	AS	-	MOM	SU	ZIKH	TKS cover	-	     200 	?	    200 	?	       0 	?	   1.0 	?	  4.1 	 	    4.1 	 	Cyl	1977 Aug  4	   -6370	?	      20	?	 51.60 	 	ATM	-	-
F00775	NSO	1977-F02	C  MF       	TKS VA BSO	Blok Shkoda Orbiti	1977 Aug  4	F00771	1977 Aug  4 2201	Earth	1977 Aug  4 2201	AL	-	MOM	SU	ZIKH	TKS VA TDU	-	     450 	 	    250 	 	       0 	 	   1.8 	 	  0.7 	 	    1.8 	 	Cyl	1977 Aug  4	   -6370	?	      20	?	 51.60 	 	ATM	-	-
F00776	NSO	1977-F02	C  MF       	TKS VA BSO	Blok Shkoda Orbiti	1977 Aug  4	F00772	1977 Aug  4 2201	Earth	1977 Aug  4 2201	AS	-	MOM	SU	ZIKH	TKS VA TDU	-	     450 	 	    250 	 	       0 	 	   1.8 	 	  0.7 	 	    1.8 	 	Cyl	1977 Aug  4	   -6370	?	      20	?	 51.60 	 	ATM	-	-
F00777	NSO	1977-F03	R3  F       	Soyuz-U 42-694 Blok-I	11S510	1977 Aug 10	L47222	1977 Aug 10 1041?	Earth	1977 Aug 10	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1977 Aug 10	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00778	NSO	1977-F03	P   F       	[Kosmos]	Zenit-4MKM No. 84L	1977 Aug 10	F00777	1977 Aug 10 1041?	Earth	1977 Aug 10	AS	-	MOM	SU	TSSKB	Zenit-4MKM	-	    2400 	?	   2400 	?	    5765 	?	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1977 Aug 10	   -6300	?	      10	?	 65.00 	 	ATM	-	11F692M No. 760-42-694:RA
F00779	NSO	1977-F03	C   F       	Priborniy otsek	PO	1977 Aug 10	F00778	1977 Aug 10 1041?	Earth	1977 Aug 10	AS	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	?	   3200 	?	       0 	?	   2.4 	 	  2.2 	 	    2.4 	 	DCone	1977 Aug 10	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00780	NSO	1977-F03	C  MF       	KDU	KDU	1977 Aug 10	F00778	1977 Aug 10 1041?	Earth	1977 Aug 10	AS	-	MOM	SU	TSSKB	Zenit KDU	-	     425 	?	    140 	?	       0 	?	   1.0 	 	  0.4 	 	    1.0 	 	Trunc Cone	1977 Aug 10	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00781	NSO	1977-F03	C  FF       	Blenda	Sunshade	1977 Aug 10	F00778	1977 Aug 10 1041?	Earth	1977 Aug 10	AS	-	MOM	SU	TSSKB	Zenit BZA	-	      25 	?	     25 	?	       0 	?	   1.0 	?	  0.4 	?	    1.0 	 	Box	1977 Aug 10	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00782	NSO	1977-F04	R2  F       	Delta 134	Delta SSPU DSV-3P-4	1977 Sep 13	L47431	1977 Sep 13 2332	Earth	1977 Sep 13 2332	S	-	GSFC	US	MDAC	Delta/TR-201	-	     845 	 	    845 	 	     845 	 	   6.0 	 	  1.4 	 	    6.0 	 	Cyl + Nozzle	1977 Sep 13	   -6300	?	      10	?	 28.00 	 	ATM	-	Delta 3914
F00783	NSO	1977-F04	R3  F       	Delta 134 Stage 3	Star 37E S/N 40059	1977 Sep 13	F00782	1977 Sep 13 2332	Earth	1977 Sep 13 2332	AS	-	GSFC	US	THKE	Star 37	-	    1123 	 	     83 	 	      83 	 	   1.7 	 	  0.9 	 	    1.7 	 	Sphere + Cone	1977 Sep 13	   -6300	?	      10	?	 28.00 	 	ATM	-	-
F00784	NSO	1977-F04	P   F       	OTS 1	OTS A	1977 Sep 13	F00783	1977 Sep 13 2332	Earth	1977 Sep 13 2332	AS	-	ESA	I-ESA	MESH/BAES	OTS	-	     433 	 	    365 	 	     838 	 	   1.6 	 	  2.4 	 	    9.3 	 	Box + 2 Pan	1977 Sep 13	   -6300	?	      10	?	 28.00 	 	ATM	-	-
F00785	NSO	1977-F04	C  MF       	SVM-7	SVM-7 ABM	1977 Sep 13	F00784	1977 Sep 13 2332	Earth	1977 Sep 13 2332	AS	-	ESA	I-ESA	AJ	SVM-7	SVM-7	     405 	 	     27 	 	       0 	 	   1.0 	?	  0.5 	?	    1.0 	?	Cyl + Cone	1977 Sep 13	   -6300	?	      10	?	 28.00 	 	ATM	-	-
F00786	NSO	1977-F05	R2  F       	Centaur AC-43	Centaur D-1AR AC-43	1977 Sep 30	L47555	1977 Sep 30 0103	Earth	1977 Sep 30 0103	S	-	LERC	US	GDC	Centaur	-	    1840 	 	   1840 	 	    1840 	 	  10.1 	 	  3.1 	 	   10.1 	 	Cyl	1977 Sep 30	   -6300	?	      10	?	 21.80 	 	ATM	-	-
F00787	NSO	1977-F05	C  MF       	SVM-4A	SVM-4A	1977 Sep 30	F00788	1977 Sep 30 0103	Earth	1977 Sep 30 0103	AS	-	INTEL	I-INT	AJ	SVM-4	SVM-4A	     750 	 	     58 	 	       0 	 	   1.5 	 	  0.9 	 	    1.5 	 	Cyl + Cone	1977 Sep 30	   -6300	?	      10	?	 21.80 	 	ATM	-	-
F00788	NSO	1977-F05	P   F       	INTELSAT IVA F5	INTELSAT IVA F5	1977 Sep 30	F00786	1977 Sep 30 0103	Earth	1977 Sep 30 0103	AS	-	INTEL	I-INT	HSES	HS-353	-	     765 	 	    617 	 	    1515 	 	   7.0 	 	  2.4 	 	    7.0 	 	Cyl	1977 Sep 30	   -6300	?	      10	?	 21.80 	 	ATM	-	-
F00789	NSO	1977-F06	R2  F       	Kosmos-3M 21-265 Stage 2	S3M	1977 Nov 29	R38772	1977 Nov 29 0707	Earth	1977 Nov 29	S	-	RVSN	SU	OAZ	S3	-	    1434 	 	   1434 	 	    1434 	 	   4.2 	 	  2.4 	 	    4.2 	 	Cyl	1977 Nov 29	   -5000	?	      85	?	 83.00 	 	SO	-	-
F00790	NSO	1977-F06	P   F       	-	Tsikada?	1977 Nov 29	F00789	1977 Nov 29 0707	Earth	1977 Nov 29	AS	-	VMF	SU	OAZ	KAUR-1 11F643	-	     870 	 	    870 	 	     870 	 	   5.0 	 	  2.1 	 	   17.0 	 	Cyl + Ant	1977 Nov 29	   -5000	?	      85	?	 83.00 	 	SO	-	-
F00791	NSO	1978-F01	R3  F       	Transtage 35	Transtage 35	1978 Mar 25	F00794	1978 Mar 25 1817	Earth	1978 Mar 25 1827?	S	-	SAMSO	US	MM	Transtage	-	    1950 	 	   1950 	 	    1950 	 	   4.6 	 	  3.1 	 	    4.6 	 	Cyl + 2 Nozzle	1978 Mar 25	    -500	?	     150	 	 28.55 	 	SO	-	-
F00792	NSO	1978-F01	P   F       	DSCS II F-9	DSCS II C-9	1978 Mar 25	F00791	1978 Mar 25 1817	Earth	1978 Mar 25 1827?	AS	-	SAMSO/DCA	US	TRW	DSCS II	-	     600 	?	    550 	?	     600 	?	   3.6 	 	  2.7 	 	    3.6 	 	Cyl	1978 Mar 25	    -500	?	     150	 	 28.55 	 	SO	-	OPS 9439
F00793	NSO	1978-F01	P   F       	DSCS II F-10	DSCS II C-10	1978 Mar 25	F00791	1978 Mar 25 1817	Earth	1978 Mar 25 1827?	AS	-	SAMSO/DCA	US	TRW	DSCS II	-	     600 	?	    550 	?	     600 	?	   3.6 	 	  2.7 	 	    3.6 	 	Cyl	1978 Mar 25	    -500	?	     150	 	 28.55 	 	SO	-	OPS 9440
F00794	NSO	1978-F01	R2--F--*    	Titan 23C-17 Stage 2	LR91AJ11 23C-17	1978 Mar 25	R39679	1978 Mar 25 1817	Earth	1978 Mar 25 1827?	S	-	SAMSO	US	MMD	Titan Stage 2	-	    2650 	 	   2650 	 	    2650 	 	   9.6 	 	  3.0 	 	    9.6 	 	Cyl	1978 Mar 25	    -500	?	     150	?	 28.55 	 	SO	J	-
F00795	NSO	1978-F02	R3  F       	Proton-K 294-02 Stage 3	8S812	1978 May 27	L49214	1978 May 27 0127	Earth	1978 May 27 0127	S	-	RVSN	SU	ZIKH	8S812	-	    4185 	 	   4185 	 	    4985 	 	   6.5 	 	  4.2 	 	    6.5 	 	Cyl	1978 May 27	   -6370	?	      40	?	 51.60 	 	ATM	-	-
F00796	NSO	1978-F02	C   F       	Perekhodnik	Sredniy perekhodnik	1978 May 27	F00795	1978 May 27 0127	Earth	1978 May 27 0127	AS	-	RVSN	SU	ZIKH	Adapter	-	     800 	 	    800 	 	       0 	 	   4.0 	 	  3.7 	 	    4.0 	 	Cyl	1978 May 27	   -6370	?	      40	?	 51.60 	 	ATM	-	-
F00797	NSO	1978-F02	R4  F       	Blok DM No. 11L	11S86 No. 11L	1978 May 27	F00796	1978 May 27 0127	Earth	1978 May 27 0127	AS	-	RVSN	SU	NPOE	Blok DM	-	    2440 	 	   2440 	 	    2560 	?	   6.3 	 	  3.7 	 	    6.3 	 	Cyl	1978 May 27	   -6370	?	      40	?	 51.60 	 	ATM	-	-
F00798	NSO	1978-F02	C  MF       	DM-11L SOZ-1	SOZ	1978 May 27	F00797	1978 May 27 0127	Earth	1978 May 27 0127	AS	-	RVSN	SU	NPOE	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1978 May 27	   -6370	?	      40	?	 51.60 	 	ATM	-	-
F00799	NSO	1978-F02	C  MF       	DM-11L SOZ-2	SOZ	1978 May 27	F00797	1978 May 27 0127	Earth	1978 May 27 0127	AS	-	RVSN	SU	NPOE	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1978 May 27	   -6370	?	      40	?	 51.60 	 	ATM	-	-
F00800	NSO	1978-F02	P   F       	Ekran	Ekran No. 13L	1978 May 27	F00797	1978 May 27 0127	Earth	1978 May 27 0127	AS	-	MSVYAZ	SU	NPOPM	Ekran	-	    2000 	 	   2000 	 	    2000 	 	   4.0 	?	  2.0 	 	   12.0 	?	Cyl + Plate + 2 Pan	1978 May 27	   -6370	?	      40	?	 51.60 	 	ATM	-	-
F00801	NSO	1978-F03	R3  F       	Proton-K 297-02 Stage 3	8S812	1978 Aug 17	R40497	1978 Aug 17 2004	Earth	1978 Aug 17 2004	S	-	RVSN	SU	ZIKH	8S812	-	    4185 	 	   4185 	 	    4985 	 	   6.5 	 	  4.2 	 	    6.5 	 	Cyl	1978 Aug 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00802	NSO	1978-F03	C  AF       	Perekhodnik	Sredniy perekhodnik	1978 Aug 17	F00801	1978 Aug 17 2004	Earth	1978 Aug 17 2004	AS	-	RVSN	SU	ZIKH	Adapter	-	     800 	 	    800 	 	       0 	 	   4.0 	 	  3.7 	 	    4.0 	 	Cyl	1978 Aug 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00803	NSO	1978-F03	R4  F       	Blok DM No. 14L	11S86 No. 14L	1978 Aug 17	F00802	1978 Aug 17 2004	Earth	1978 Aug 17 2004	AS	-	RVSN	SU	NPOE	Blok DM	-	    2440 	 	   2440 	 	    2560 	?	   6.3 	 	  3.7 	 	    6.3 	 	Cyl	1978 Aug 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00804	NSO	1978-F03	C  MF       	DM-14L SOZ-1	SOZ	1978 Aug 17	F00803	1978 Aug 17 2004	Earth	1978 Aug 17 2004	AS	-	RVSN	SU	NPOE	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1978 Aug 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00805	NSO	1978-F03	C  MF       	DM-14L SOZ-2	SOZ	1978 Aug 17	F00803	1978 Aug 17 2004	Earth	1978 Aug 17 2004	AS	-	RVSN	SU	NPOE	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1978 Aug 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00806	NSO	1978-F03	P   F       	Ekran	Ekran No. 15L	1978 Aug 17	F00803	1978 Aug 17 2004	Earth	1978 Aug 17 2004	AS	-	MSVYAZ	SU	NPOPM	Ekran	-	    2000 	 	   2000 	 	    2000 	 	   4.0 	?	  2.0 	 	   12.0 	?	Cyl + Plate + 2 Pan	1978 Aug 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00807	NSO	1978-F04	R3  F       	Proton-K 298-01 Stage 3	8S812	1978 Oct 17	R40710	1978 Oct 17 1606?	Earth	1978 Oct 17 1606?	S	-	RVSN	SU	ZIKH	8S812	-	    4185 	 	   4185 	 	    4985 	 	   6.5 	 	  4.2 	 	    6.5 	 	Cyl	1978 Oct 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00808	NSO	1978-F04	C  AF       	Perekhodnik	Sredniy perekhodnik	1978 Oct 17	F00807	1978 Oct 17 1606?	Earth	1978 Oct 17 1606?	AS	-	RVSN	SU	ZIKH	Adapter	-	     800 	 	    800 	 	       0 	 	   4.0 	 	  3.7 	 	    4.0 	 	Cyl	1978 Oct 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00809	NSO	1978-F04	R4  F       	Blok DM No. 12L	11S86 No. 12L	1978 Oct 17	F00808	1978 Oct 17 1606?	Earth	1978 Oct 17 1606?	AS	-	RVSN	SU	NPOE	Blok DM	-	    2440 	 	   2440 	 	    2560 	?	   6.3 	 	  3.7 	 	    6.3 	 	Cyl	1978 Oct 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00810	NSO	1978-F04	C  MF       	DM-12L SOZ-1	SOZ	1978 Oct 17	F00809	1978 Oct 17 1606?	Earth	1978 Oct 17 1606?	AS	-	RVSN	SU	NPOE	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1978 Oct 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00811	NSO	1978-F04	C  MF       	DM-12L SOZ-2	SOZ	1978 Oct 17	F00809	1978 Oct 17 1606?	Earth	1978 Oct 17 1606?	AS	-	RVSN	SU	NPOE	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1978 Oct 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00812	NSO	1978-F04	P   F       	Ekran	Ekran No. 14L	1978 Oct 17	F00809	1978 Oct 17 1606?	Earth	1978 Oct 17 1606?	AS	-	MSVYAZ	SU	NPOPM	Ekran	-	    2000 	 	   2000 	 	    2000 	 	   4.0 	?	  2.0 	 	   12.0 	?	Cyl + Plate + 2 Pan	1978 Oct 17	   -6000	?	     100	?	 51.60 	 	SO	-	-
F00813	NSO	1979-F01	R3  F       	Soyuz-U 25-131 Blok-I	11S510	1979 Feb 16	R41464	1979 Feb 16 1504?	Earth	1979 Feb 16 1504?	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1979 Feb 16	   -5000	?	     200	?	 62.80 	?	SO	-	-
F00814	NSO	1979-F01	P   F       	[Kosmos]	Gektor No. 101L	1979 Feb 16	F00813	1979 Feb 16 1504?	Earth	1979 Feb 16 1504?	AS	-	MOM	SU	TSSKB	Zenit-2M	-	    2100 	 	   2100 	 	    5300 	?	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1979 Feb 16	   -5000	?	     200	?	 62.80 	?	SO	-	Zenit-2M No. 101L:P,11F690 No. 780-55-131:RA
F00815	NSO	1979-F01	C  MF       	Priborniy otsek	PO	1979 Feb 16	F00814	1979 Feb 16 1504?	Earth	1979 Feb 16 1504?	AS	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	?	   3200 	?	       0 	?	   2.4 	 	  2.2 	 	    2.4 	 	DCone	1979 Feb 16	   -5000	?	     200	?	 62.80 	?	SO	-	-
F00816	NSO	1979-F01	PX-SF--     	[Nauka]	Nauka 32KS No. 2L	1979 Feb 16	F00814	1979 Feb 16 1504?	Earth	1979 Feb 16 1504?	AS	-	MOM	SU	TSSKB	Nauka	-	     630 	?	    630 	?	     630 	?	   1.0 	 	  1.8 	 	    1.8 	 	Cyl	1979 Feb 16	   -5000	?	     200	?	 62.80 	?	SO	-	32KS No. 15000-322:RA
F00817	NSO	1979-F02	R2  F       	FB-1 XCZ-1-02? Stage 2	FB-1 Stage 2	1979 Jul 27	R42391	1979 Jul 28	Earth	1979 Jul 28	S	-	JGB7	CN	SBA2	CZ-2 Stage 2	-	    3535 	 	   3535 	 	    3585 	?	   8.6 	 	  3.4 	 	    8.6 	 	Cyl	1979 Jul 28	   -1000	?	     240	?	 59.50 	?	SO	-	-
F00818	NSO	1979-F02	P   F       	Shi Jian 2	SKW	1979 Jul 27	F00817	1979 Jul 28	Earth	1979 Jul 28	S	-	JGB7	CN	CAST	SJ-2	-	     257 	 	    257 	 	     257 	 	   1.1 	 	  1.2 	 	    3.3 	 	Oct Cyl + 4 Pan	1979 Jul 28	   -1000	?	     240	?	 59.50 	?	SO	-	SJ-2
F00819	NSO	1979-F02	P   F       	Shi Jian-2A	SKW Ionosphere	1979 Jul 27	F00817	1979 Jul 28	Earth	1979 Jul 28	S	-	JGB7	CN	CAST	SJ-2	-	     483 	 	    483 	 	     483 	 	   2.0 	?	  1.5 	?	    2.0 	?	Trunc Cone	1979 Jul 28	   -1000	?	     240	?	 59.50 	?	SO	-	SJ-2A
F00820	NSO	1979-F02	P   F       	Shi Jian 2B	SKW Atmosphere	1979 Jul 27	F00817	1979 Jul 28	Earth	1979 Jul 28	S	-	JGB7	CN	CAST	SJ-2 subsat	-	      28 	 	     28 	 	      28 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1979 Jul 28	   -1000	?	     240	?	 59.50 	?	SO	-	SJ-2B
F00821	NSO	1979-F02	C  AF       	SJ-2A adapter	-	1979 Jul 27	F00817	1979 Jul 28	Earth	1979 Jul 28	S	-	JGB7	CN	-	-	-	      50 	?	     50 	?	       0 	?	   1.0 	?	  2.0 	?	    2.0 	?	Truss	1979 Jul 28	   -1000	?	     240	?	 59.50 	?	SO	-	-
F00822	NSO	1979-F03	P   F       	Rohini Technology Payload	RTP	1979 Aug 10	F00823	1979 Aug 10 0233?	Earth	1979 Aug 10 0238?	S	-	ISRO	IN	ISAC	RS	-	      35 	 	     35 	 	      35 	 	   0.7 	 	  0.6 	 	    0.7 	 	Poly	1979 Aug 10	   -1000	?	     300	?	 45.00 	 	SO	-	-
F00823	NSO	1979-F03	R4  F       	SLV-3-E1 Stage 4	SLV-3-4	1979 Aug 10	R42461	1979 Aug 10 0233?	Earth	1979 Aug 10 0238?	S	-	ISRO	IN	VSSC	AS-4	-	      98 	 	     98 	 	      98 	 	   1.5 	 	  0.7 	 	    1.5 	 	Cyl + Cone	1979 Aug 10	   -1000	?	     300	?	 45.00 	 	SO	-	-
F00824	NSO	1979-U01	R3  F       	Soyuz-U 25-419 Blok-I	11S510	1979 Oct 12	R42697	1979 Oct 12 1238	Earth	1979 Oct 12 1238	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1979 Oct 12	    -200	?	     200	?	 72.90 	 	SO	-	-
F00825	NSO	1979-U01	P   F       	[Kosmos]	Argon No. 12L (76047-442)	1979 Oct 12	F00824	1979 Oct 12 1238	Earth	1979 Oct 12 1238	AS	-	MOM	SU	TSSKB	Zenit-6	-	    2655 	?	   2655 	?	    6020 	?	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1979 Oct 12	    -200	?	     200	?	 72.90 	 	SO	-	Zenit-6 No. 12L
F00826	NSO	1979-U01	C  MF       	Priborniy otsek	PO	1979 Oct 12	F00825	1979 Oct 12 1238	Earth	1979 Oct 12 1238	AS	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	?	   3200 	?	       0 	?	   2.4 	 	  2.2 	 	    2.4 	 	DCone	1979 Oct 12	    -200	?	     200	?	 72.90 	 	SO	-	-
