#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
F00071	NSO	1959-F05	R4  F       	Cluster 14 Assembly 4	RTV Motor	1959 Jul 16	L06065	1959 Jul 16 1737	Earth	1959 Jul 16	S	-	ABMA	US	JPL	RTV Motor	-	       9 	 	      9 	 	       9 	 	   1.2 	 	  0.1 	 	    1.2 	 	Cyl	1959 Jul 16	   -6378	 	       0	 	 30.00 	 	ATM	-	-
F00072	NSO	1959-F05	P   F       	NASA S-1	NASA S-1	1959 Jul 16	F00071	1959 Jul 16 1737	Earth	1959 Jul 16	AS	-	GSFC	US	ABMA	S-1	-	      41 	 	     41 	 	      41 	 	   0.8 	 	  0.8 	 	    0.8 	 	DCone	1959 Jul 16	   -6378	 	       0	 	 30.00 	 	ATM	-	-
F00073	NSO	1959-F07	C   F       	Beacon container	Beacon container	1959 Aug 15	F00075	1959 Aug 15 0042	Earth	1959 Aug 15	AS	-	LARCN	US	LARCN	12' Sphere Contai	-	      18 	?	     18 	?	       0 	?	   0.8 	 	  0.2 	 	    0.8 	 	Cyl	1959 Aug 15	   -4003	 	     831	 	 54.00 	 	SO	-	-
F00074	NSO	1959-F07	P   F       	Beacon	12-foot sphere	1959 Aug 15	F00073	1959 Aug 15 0042	Earth	1959 Aug 15	AS	-	LARCN	US	LARCN	LaRC 12' sphere	-	      14 	?	     14 	?	      14 	?	   3.7 	 	  3.7 	 	    3.7 	 	Sphere	1959 Aug 15	   -4003	 	     831	 	 54.00 	 	SO	-	DEAL IV
F00075	NSO	1959-F07	R3--F--*    	Cluster 15 Assembly 3	Cluster Stage 3	1959 Aug 15	R03089	1959 Aug 15 0042	Earth	1959 Aug 15	S	-	ABMA	US	JPL	Cluster Stage 3	-	     128 	 	     63 	 	      81 	?	   1.5 	 	  1.5 	?	    1.5 	 	2 Cyl	1959 Aug 15	   -4003	 	     831	 	 54.00 	 	SO	-	-
F00076	NSO	1959-F08	R3--F--*    	Thor Able II Stage 3	Altair X-248	1959 Sep 17	R03170	1959 Sep 17	Earth	1959 Sep 17	S	-	AFBMD	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1959 Sep 17	   -6000	?	     640	 	 50.00 	 	SO	-	-
F00077	NSO	1959-F08	P   F       	Transit I-A	Transit 1A	1959 Sep 17	F00076	1959 Sep 17	Earth	1959 Sep 17	S	-	ARPA/BUWEPS	US	APL	Transit 1	-	     120 	 	    120 	 	     120 	 	   0.9 	 	  0.9 	 	    0.9 	 	Sphere	1959 Sep 17	   -6000	?	     640	 	 50.00 	 	SO	-	-
F00078	NSO	1959-F08	C  YF       	Transit 1A despin weight	-	1959 Sep 17	F00077	1959 Sep 17	Earth	1959 Sep 17	AS	-	BUWEPS	US	APL	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Disk + Cable	1959 Sep 17	   -6000	?	     640	 	 50.00 	 	SO	-	-
F00079	NSO	1959-F08	C  YF       	Transit 1A despin weight	-	1959 Sep 17	F00077	1959 Sep 17	Earth	1959 Sep 17	AS	-	BUWEPS	US	APL	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Disk + Cable	1959 Sep 17	   -6000	?	     640	 	 50.00 	 	SO	-	-
F00080	NSO	1959-F09	R3  F       	Atlas Able IVB Stage 3	Altair	1959 Nov 26	R03378	1959 Nov 26 0730	Earth	1959 Nov 26	S	-	NASAHQ/AFBMD	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1959 Nov 26	   -6000	?	    1000	?	 30.00 	 	SO	-	-
F00081	NSO	1959-F09	P   F       	NASA P-3	Able IVB	1959 Nov 26	F00080	1959 Nov 26 0730	Earth	1959 Nov 26	S	-	NASAHQ/AFBMD	US	TRW	Pioneer Able	NOTS	     169 	 	    169 	 	     169 	 	   1.4 	 	  1.0 	 	    2.7 	 	Sphere + 4 Pan	1959 Nov 26	   -6000	?	    1000	?	 30.00 	 	SO	-	:NA,:UC,P-3:NA2
F00082	NSO	1960-F01	R2  F       	Agena A 1052	Agena A	1960 Feb  4	R03551	1960 Feb  4 1856	Earth	1960 Feb  4	S	-	AFBMD	US	LMSD	Agena A	-	     590 	 	    590 	 	     590 	 	   4.0 	 	  1.5 	 	    4.0 	 	Cyl	1960 Feb  4	   -5000	?	     200	?	 81.00 	 	SO	-	-
F00083	NSO	1960-F01	P   F       	Discoverer 9	CORONA C-6	1960 Feb  4	F00082	1960 Feb  4 1856	Earth	1960 Feb  4	AS	-	ARPA/CIA	US	LMSD	CORONA	-	     190 	?	    190 	?	     190 	?	   1.3 	 	  1.5 	 	    1.3 	 	Frust	1960 Feb  4	   -5000	?	     200	?	 81.00 	 	SO	-	:C,:CC,NRO Mission 9006:CM,CORONA 9:CA
F00084	NSO	1960-F01	C  MF       	Star 10	Star 10	1960 Feb  4	F00085	1960 Feb  4 1856	Earth	1960 Feb  4	AS	-	ARPA/CIA	US	THKE	Star 10	-	      17 	 	      5 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1960 Feb  4	   -5000	?	     200	?	 81.00 	 	SO	-	-
F00085	NSO	1960-F01	PX-RF--     	SRV 113	SRV	1960 Feb  4	F00083	1960 Feb  4 1856	Earth	1960 Feb  4	AS	-	ARPA/CIA	US	GEMSD	SRV Mk IIA	Star 10	     123 	 	    123 	 	     140 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1960 Feb  4	   -5000	?	     200	?	 81.00 	 	SO	-	-
F00086	NSO	1960-F01	PXA F       	TOD-1	Transit-On-Discoverer	1960 Feb  4	F00082	1960 Feb  4 1856	Earth	1960 Feb  4	AS	-	AFBMD	US	APL	ARPL?	-	       5 	?	      5 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1960 Feb  4	   -5000	?	     200	?	 81.00 	 	SO	-	-
F00087	NSO	1960-F02	R2  F       	Agena A 1054	Agena A	1960 Feb 19	L06683	1960 Feb 19 2015	Earth	1960 Feb 19	S	-	AFBMD	US	LMSD	Agena A	-	     590 	 	    400 	 	     400 	 	   4.0 	 	  1.5 	 	    4.0 	 	Cyl	1960 Feb 19	   -6300	?	       7	 	 81.00 	 	ATM	-	-
F00088	NSO	1960-F02	P   F       	Discoverer 10	CORONA C-7	1960 Feb 19	F00087	1960 Feb 19 2015	Earth	1960 Feb 19	AS	-	AFBMD/CIA	US	LMSD	CORONA	-	     190 	?	    380 	?	     190 	?	   1.3 	 	  1.5 	 	    1.3 	 	Frust	1960 Feb 19	   -6300	?	       7	 	 81.00 	 	ATM	-	:C,:CC,NRO Mission 9007:CM,CORONA 10:CA
F00089	NSO	1960-F02	C  MF       	Star 10	Star 10	1960 Feb 19	F00090	1960 Feb 19 2015	Earth	1960 Feb 19	AS	-	AFBMD/CIA	US	THKE	Star 10	-	      17 	 	      5 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1960 Feb 19	   -6300	?	       7	 	 81.00 	 	ATM	-	-
F00090	NSO	1960-F02	PX-RF--     	SRV 110	SRV	1960 Feb 19	F00088	1960 Feb 19 2015	Earth	1960 Feb 19	AS	-	AFBMD/CIA	US	GEMSD	SRV Mk IIA	Star 10	     123 	 	    123 	 	     140 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1960 Feb 19	   -6300	?	       7	 	 81.00 	 	ATM	-	-
F00091	NSO	1960-F02	PXA F       	TOD-2	Transit-On-Discoverer	1960 Feb 19	F00087	1960 Feb 19 2015	Earth	1960 Feb 19	AS	-	AFBMD	US	APL	ARPL?	-	       5 	?	      5 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1960 Feb 19	   -6300	?	       7	 	 81.00 	 	ATM	-	-
F00092	NSO	1960-F03	R2--F--*    	Agena A 1008	Agena A	1960 Feb 26	L06696	1960 Feb 26 1729	Earth	1960 Feb 26	S	-	AFBMD	US	LMSD	Agena A	-	     500 	 	    500 	 	     550 	?	   4.0 	 	  1.5 	 	    4.0 	 	Cyl	1960 Feb 26	   -6300	?	      90	?	 33.00 	 	SO	-	-
F00093	NSO	1960-F03	P   F       	Midas 1	Midas ETS-I F1	1960 Feb 26	F00092	1960 Feb 26 1729	Earth	1960 Feb 26	AS	-	AFBMD	US	LMSD	Midas	-	    1500 	 	   1500 	 	    1500 	 	   2.7 	 	  1.5 	 	    3.0 	 	Irr	1960 Feb 26	   -6300	?	      90	?	 33.00 	 	SO	-	FTV 1008
F00094	NSO	1960-F03	C  FF       	Midas 1 Fairing	Midas 1 Fairing	1960 Feb 26	F00092	1960 Feb 26 1729	Earth	1960 Feb 26	AS	-	AFBMD	US	LMSD	Agena Fairing	-	      50 	?	     50 	?	       0 	?	   3.0 	 	  1.5 	 	    3.0 	 	Cone	1960 Feb 26	   -6300	?	      90	?	 33.00 	 	SO	-	-
F00095	NSO	1960-F04	R4  F       	Cluster 16 Assembly 4	RTV Motor	1960 Mar 23	R03624	1960 Mar 23 1343	Earth	1960 Mar 23	S	-	MSFC	US	JPL	RTV Motor	-	       9 	 	      9 	 	       9 	 	   1.2 	 	  0.1 	 	    1.2 	 	Cyl	1960 Mar 23	    -972	 	     401	 	 28.50 	 	SO	-	-
F00096	NSO	1960-F04	P   F       	NASA S-46	NASA S-46	1960 Mar 23	F00095	1960 Mar 23 1343	Earth	1960 Mar 23	AS	-	MSFC	US	MSFC/SUI	S-46	-	      10 	 	     10 	 	      10 	 	   0.5 	 	  0.3 	 	    0.5 	 	Box + Cyl	1960 Mar 23	    -972	 	     401	 	 28.50 	 	SO	-	-
F00097	NSO	1960-F06	R3  F       	Vostok 8K72 No. 9A Stage 3	8K72E No. L1-9A	1960 Apr 16	L06835	1960 Apr 16 1608	Earth	1960 Apr 16	S	-	RVSN	SU	OKB1	Blok-E	-	    1500 	 	   1500 	 	    1500 	 	   5.0 	 	  2.7 	 	    5.0 	 	Cyl	1960 Apr 16	   -6370	 	       0	 	 65.00 	 	ATM	-	-
F00098	NSO	1960-F06	P   F       	AMS	E-3 No. 2	1960 Apr 16	F00097	1960 Apr 16 1608	Earth	1960 Apr 16	AS	-	NII88	SU	OKB1	E-3	-	     280 	?	    280 	?	     280 	?	   1.3 	 	  1.2 	 	    1.5 	 	Ell	1960 Apr 16	   -6370	 	       0	 	 65.00 	 	ATM	-	-
F00099	NSO	1960-F07	R3  F       	Delta 1 Stage 3	Altair X-248-A7/Transmitter	1960 May 13	R03712	1960 May 13 0935	Earth	1960 May 13 0952?	S	-	GSFC	US	ABL	Altair	-	      30 	 	     30 	 	      34 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1960 May 13	   -3800	?	    1668	?	 33.00 	?	SO	-	-
F00100	NSO	1960-F07	C   F       	A-10 Canister half	A-10	1960 May 13	F00099	1960 May 13 0935	Earth	1960 May 13 0952?	AS	-	LARCN	US	KAIFW	Echo Canister	-	       5 	 	      5 	 	       0 	 	   0.4 	 	  0.7 	 	    0.7 	 	Dome	1960 May 13	   -3800	?	    1668	?	 33.00 	?	SO	-	-
F00101	NSO	1960-F07	P   F       	Echo	NASA A-10	1960 May 13	F00100	1960 May 13 0935	Earth	1960 May 13 0952?	AS	-	LARCN	US	SCHJ	Echo 100'	-	      75 	 	     60 	 	      75 	 	   0.4 	 	  0.7 	 	   30.0 	 	UnInf Sphere	1960 May 13	   -3800	?	    1668	?	 33.00 	?	SO	-	-
F00102	NSO	1960-F07	C   F       	A-10 Canister half	A-10	1960 May 13	F00099	1960 May 13 0935	Earth	1960 May 13 0952?	AS	-	LARCN	US	KAIFW	Echo Canister	-	       5 	 	      5 	 	       0 	 	   0.4 	 	  0.7 	 	    0.7 	 	Dome	1960 May 13	   -3800	?	    1668	?	 33.00 	?	SO	-	-
F00103	NSO	1960-F08	R2--F--*    	Agena A 1053	Agena A	1960 Jun 29	R03829	1960 Jun 29 2207	Earth	1960 Jun 29 2209	S	-	AFBMD	US	LMSD	Agena A	-	     590 	 	    590 	 	     590 	 	   4.0 	 	  1.5 	 	    4.0 	 	Cyl	1960 Jun 29	    -420	?	    1300	?	 82.00 	 	SO	-	-
F00104	NSO	1960-F08	P   F       	Discoverer 12	CORONA Diagnostic 1	1960 Jun 29	F00103	1960 Jun 29 2207	Earth	1960 Jun 29 2209	AS	-	AFBMD/CIA	US	LMSD	CORONA	-	     190 	?	    190 	?	     190 	?	   1.3 	 	  1.5 	 	    1.3 	 	Frust	1960 Jun 29	    -420	?	    1300	?	 82.00 	 	SO	-	:C,:CC,FTV 1053:UF,CORONA 12:CA
F00105	NSO	1960-F08	C  MF       	Star 10	Star 10	1960 Jun 29	F00106	1960 Jun 29 2207	Earth	1960 Jun 29 2209	AS	-	AFBMD/CIA	US	THKE	Star 10	-	      17 	 	      5 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1960 Jun 29	    -420	?	    1300	?	 82.00 	 	SO	-	-
F00106	NSO	1960-F08	PX-RF--     	SRV (GRD)	SRV	1960 Jun 29	F00104	1960 Jun 29 2207	Earth	1960 Jun 29 2209	AS	-	AFBMD/CIA	US	GEMSD	SRV Mk IID	Star 10	     123 	 	    123 	 	     140 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1960 Jun 29	    -420	?	    1300	?	 82.00 	 	SO	-	-
F00107	NSO	1960-F09	R3  F       	Vostok 8K72 No. 10 Stage 3	8K72E NO. L1-10	1960 Jul 28	L07118	1960 Jul 28 0712	Earth	1960 Jul 28	S	-	RVSN	SU	GAZ1	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1960 Jul 28	   -6300	?	      10	?	 65.00 	 	ATM	-	-
F00108	NSO	1960-F09	P   F       	Korabl'-Sputnik	Vostok-1 No. 1	1960 Jul 28	F00107	1960 Jul 28 0712	Earth	1960 Jul 28	S	-	NII88	SU	OKB1	Vostok	-	    2100 	 	   2100 	 	    4700 	 	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1960 Jul 28	   -6300	?	      10	?	 65.00 	 	ATM	-	1K No. 1:RA2
F00109	NSO	1960-F09	C   F       	Priborniy otsek	PO	1960 Jul 28	F00108	1960 Jul 28 0713	Earth	1960 Jul 28	S	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1960 Jul 28	   -6300	?	      20	?	 65.00 	 	ATM	-	-
F00110	NSO	1960-F10	R2  F       	Ablestar 004?	AJ10-104	1960 Aug 18	L07250	1960 Aug 18 2000	Earth	1960 Aug 18	S	-	AFBMD	US	AJ	Ablestar	-	     670 	?	    600 	 	     600 	?	   4.8 	 	  1.4 	 	    4.8 	 	Cyl	1960 Aug 18	   -6300	 	      24	 	 28.30 	 	ATM	-	-
F00111	NSO	1960-F10	P   F       	Courier 1A	Courier 1A	1960 Aug 18	F00110	1960 Aug 18 2000	Earth	1960 Aug 18	AS	-	SCEL/ARPA	US	SCEL/PHLP	Courier	-	     225 	 	    225 	 	     225 	 	   1.3 	 	  1.3 	 	    1.3 	 	Sphere	1960 Aug 18	   -6300	 	      24	 	 28.30 	 	ATM	-	-
F00112	NSO	1960-F11	R3  F       	Atlas Able VA Stage 3	Altair	1960 Sep 25	R04109	1960 Sep 25 1517	Earth	1960 Sep 25	S	-	NASAHQ/AFBMD	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1960 Sep 25	   -1000	?	    1290	 	 30.00 	?	SO	-	-
F00113	NSO	1960-F11	P   F       	NASA P-30	Able VA	1960 Sep 25	F00112	1960 Sep 25 1517	Earth	1960 Sep 25	AS	-	NASAHQ/AFBMD	US	TRW	Pioneer Able	NOTS?	     175 	 	    170 	?	     175 	 	   1.0 	 	  1.0 	 	    2.5 	 	Sphere + 4 Pan	1960 Sep 25	   -1000	?	    1290	 	 30.00 	?	SO	-	:NA,:UC,P-30:NA2
F00114	NSO	1960-F12	R3  F       	Molniya No. L1-4M Blok-I	8K78I	1960 Oct 10	R04176	1960 Oct 10 1433	Earth	1960 Oct 10	S	-	RVSN	SU	GAZ1	Blok-I	-	    2000 	?	   2000 	?	    2600 	?	   7.1 	 	  2.7 	 	    7.1 	 	Cyl	1960 Oct 10	   -4000	?	     200	?	 65.00 	?	SO	-	-
F00115	NSO	1960-F12	C  MF       	BOZ	BOZ	1960 Oct 10	F00114	1960 Oct 10 1433	Earth	1960 Oct 10	AS	-	RVSN	SU	OKB1	BOZ	-	     600 	?	    300 	?	       0 	?	   0.9 	 	  2.5 	 	    2.5 	 	Irr	1960 Oct 10	   -4000	?	     200	?	 65.00 	?	SO	-	-
F00116	NSO	1960-F12	R4  F       	Blok-L No. L1-4M	Blok-L	1960 Oct 10	F00115	1960 Oct 10 1433	Earth	1960 Oct 10	AS	-	RVSN	SU	OKB1	Blok-L	-	    4000 	?	    900 	?	     900 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1960 Oct 10	   -4000	?	     200	?	 65.00 	?	SO	-	-
F00117	NSO	1960-F12	P   F       	AMS	1M No. 1	1960 Oct 10	F00116	1960 Oct 10 1433	Earth	1960 Oct 10	AS	-	NII88	SU	OKB1	1M	-	     480 	 	    480 	 	     480 	 	   2.0 	 	  1.0 	 	    3.0 	?	Cyl + Dome + Ant	1960 Oct 10	   -4000	?	     200	?	 65.00 	?	SO	-	-
F00118	NSO	1960-F13	R2--F--*    	Agena A 2101	Agena A 2101	1960 Oct 11	R04183	1960 Oct 11 2043	Earth	1960 Oct 11 2048?	S	-	AFBMD	US	LMSD	Agena A	-	     500 	?	    500 	?	     500 	?	   4.0 	 	  1.5 	 	    4.0 	 	Cyl + 2 Pan	1960 Oct 11	   -4000	?	     200	?	 97.00 	?	SO	-	-
F00119	NSO	1960-F13	P   F       	Samos 1	SAMOS E-1 No. 1	1960 Oct 11	F00118	1960 Oct 11 2043	Earth	1960 Oct 11 2048?	AS	-	AFBMD	US	LMSD	Samos	-	    1360 	 	   1360 	 	    1360 	 	   3.0 	?	  1.5 	 	    3.0 	?	Cone	1960 Oct 11	   -4000	?	     200	?	 97.00 	?	SO	-	-
F00120	NSO	1960-F14	R3--F--*    	Molniya No. L1-5M Blok-I	8K78I	1960 Oct 14	R04194	1960 Oct 14 1355	Earth	1960 Oct 14	S	-	RVSN	SU	GAZ1	Blok-I	-	    2000 	?	   2000 	?	    2600 	?	   7.1 	 	  2.7 	 	    7.1 	 	Cyl	1960 Oct 14	   -4000	?	     100	?	 65.00 	?	SO	-	-
F00121	NSO	1960-F14	C  MF       	BOZ	BOZ	1960 Oct 14	F00120	1960 Oct 14 1355	Earth	1960 Oct 14	AS	-	RVSN	SU	OKB1	BOZ	-	     600 	?	    300 	?	       0 	?	   0.9 	 	  2.5 	 	    2.5 	 	Irr	1960 Oct 14	   -4000	?	     100	?	 65.00 	?	SO	-	-
F00122	NSO	1960-F14	R4  F       	Blok-L No. L1-5M	Blok-L	1960 Oct 14	F00121	1960 Oct 14 1355	Earth	1960 Oct 14	AS	-	RVSN	SU	OKB1	Blok-L	-	    4000 	?	    900 	?	     900 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1960 Oct 14	   -4000	?	     100	?	 65.00 	?	SO	-	-
F00123	NSO	1960-F14	P   F       	AMS	1M No. 2	1960 Oct 14	F00122	1960 Oct 14 1355	Earth	1960 Oct 14	AS	-	NII88	SU	OKB1	1M	-	     480 	 	    480 	 	     480 	 	   2.0 	 	  1.0 	 	    3.0 	?	Cyl + Dome + Ant	1960 Oct 14	   -4000	?	     100	?	 65.00 	?	SO	-	-
F00124	NSO	1960-F15	R2--F--*    	Agena B 1061	Agena B	1960 Oct 26	R04223	1960 Oct 26 2029	Earth	1960 Oct 26	S	-	AFBMD	US	LMSD	Agena B	-	     730 	 	    720 	 	     720 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1960 Oct 26	   -4000	?	     200	?	 82.00 	 	SO	-	-
F00125	NSO	1960-F15	P   F       	Discoverer 16	CORONA C'-1	1960 Oct 26	F00124	1960 Oct 26 2029	Earth	1960 Oct 26	AS	120W 25N?	AFBMD/CIA	US	LMSD	CORONA	-	     130 	 	    130 	 	     130 	 	   1.3 	 	  1.5 	 	    1.3 	 	Frust	1960 Oct 26	   -4000	?	     200	?	 82.00 	 	SO	-	:C,:CC,NRO Mission 9011:CM,CORONA 16:CA
F00126	NSO	1960-F15	C  MF       	Star 12	Star 12	1960 Oct 26	F00127	1960 Oct 26 2029	Earth	1960 Oct 26	AS	-	AFBMD/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1960 Oct 26	   -4000	?	     200	?	 82.00 	 	SO	-	-
F00127	NSO	1960-F15	PX-RF--     	SRV 506	SRV	1960 Oct 26	F00125	1960 Oct 26 2029	Earth	1960 Oct 26	AS	-	AFBMD/CIA	US	GEMSD	SRV Mk IV	Star 12	     157 	 	    157 	 	     190 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1960 Oct 26	   -4000	?	     200	?	 82.00 	 	SO	-	-
F00128	NSO	1960-F15	PXA F       	TOD-5	Transit-On-Discoverer	1960 Oct 26	F00124	1960 Oct 26 2029	Earth	1960 Oct 26	AS	-	AFBMD	US	APL	ARPL?	-	       5 	?	      5 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1960 Oct 26	   -4000	?	     200	?	 82.00 	 	SO	-	-
F00129	NSO	1960-F16	C  YF       	Transit 3A despin weight	-	1960 Nov 30	F00132	1960 Nov 30 1955	Earth	1960 Nov 30	AS	-	BUWEPS	US	APL	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Disk + Cable	1960 Nov 30	   -5000	?	     100	?	 28.40 	 	SO	-	-
F00130	NSO	1960-F16	C  YF       	Transit 3A despin weight	-	1960 Nov 30	F00132	1960 Nov 30 1955	Earth	1960 Nov 30	AS	-	BUWEPS	US	APL	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Disk + Cable	1960 Nov 30	   -5000	?	     100	?	 28.40 	 	SO	-	-
F00131	NSO	1960-F16	R2--F--*    	Ablestar 006	AJ10-104	1960 Nov 30	R04333	1960 Nov 30 1955	Earth	1960 Nov 30	S	-	AFBMD	US	AJ	Ablestar	-	     670 	?	    600 	 	     600 	?	   4.8 	 	  1.4 	 	    4.8 	 	Cyl	1960 Nov 30	   -5000	?	     100	?	 28.40 	 	SO	-	-
F00132	NSO	1960-F16	P   F       	Transit III-A	Transit 3A	1960 Nov 30	F00131	1960 Nov 30 1955	Earth	1960 Nov 30	AS	-	BUWEPS	US	APL	Transit 1	-	      92 	 	     92 	 	      92 	 	   0.9 	 	  0.9 	 	    0.9 	 	Sphere	1960 Nov 30	   -5000	?	     100	?	 28.40 	 	SO	-	-
F00133	NSO	1960-F16	P   F       	SR 2	GRAB SV1	1960 Nov 30	F00132	1960 Nov 30 1955	Earth	1960 Nov 30	AS	-	NRL	US	NRL	NRL 20"	-	      18 	 	     18 	 	      18 	 	   0.3 	 	  0.3 	 	    0.3 	 	Sphere	1960 Nov 30	   -5000	?	     100	?	 28.40 	 	SO	-	Dyno
F00134	NSO	1960-F17	R4  F       	Scout ST-3 Stage 4	Altair X-248 SV-86	1960 Dec  4	L07613	1960 Dec  4 2115	Earth	1960 Dec  4	S	-	LARCN	US	ABL	Altair	-	      24 	 	     24 	 	      53 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1960 Dec  4	   -6000	?	      40	?	 39.00 	 	ATM	-	-
F00135	NSO	1960-F17	C   F       	S-56 Canister	S-56 Canister	1960 Dec  4	F00134	1960 Dec  4 2115	Earth	1960 Dec  4	AS	-	LARCN	US	LARCN	12' Sph Canister	-	      29 	 	     29 	 	       0 	 	   1.0 	?	  0.5 	 	    1.0 	?	Cyl	1960 Dec  4	   -6000	?	      40	?	 39.00 	 	ATM	-	-
F00136	NSO	1960-F17	P   F       	NASA S-56	NASA S-56	1960 Dec  4	F00134	1960 Dec  4 2115	Earth	1960 Dec  4	AS	-	LARCN	US	SCHJ	12' Sphere	-	       6 	 	      6 	 	       6 	 	   3.6 	 	  3.6 	 	    3.6 	 	UnInf Sphere	1960 Dec  4	   -6000	?	      40	?	 39.00 	 	ATM	-	-
F00137	NSO	1960-F18	R3  F       	Atlas Able VB Stage 3	X-248 Altair	1960 Dec 15	L07662	1960 Dec 15 0911	Earth	1960 Dec 15	S	-	NASAHQ/AFBMD	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1960 Dec 15	   -6300	 	      13	 	 30.00 	?	ATM	-	-
F00138	NSO	1960-F18	P   F       	NASA P-31	Able VB	1960 Dec 15	F00137	1960 Dec 15 0911	Earth	1960 Dec 15	AS	-	NASAHQ/AFBMD	US	TRW	Pioneer Able	NOTS?	     175 	 	    170 	?	     375 	?	   1.0 	 	  1.0 	 	    2.5 	 	Sphere + 4 Pan	1960 Dec 15	   -6300	 	      13	 	 30.00 	?	ATM	-	:NA,:UC,P-31:NA2
F00139	NSO	1960-F19	R3--F--*    	Vostok 8K72 No. 13A Stage 3	8K72KE No. L1-13A	1960 Dec 22	R04395	1960 Dec 22 0752	Earth	1960 Dec 22	S	-	RVSN	SU	GAZ1	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1960 Dec 22	   -1000	?	     214	 	 65.00 	 	SO	-	-
F00140	NSO	1960-F19	P   F       	Korabl'-Sputnik	Vostok-1 No. 4	1960 Dec 22	F00139	1960 Dec 22 0752	Earth	1960 Dec 22	S	-	NII88	SU	OKB1	Vostok	-	    2100 	 	   2100 	 	    4700 	 	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1960 Dec 22	   -1000	?	     214	 	 65.00 	 	SO	-	1K No. 4:RA2
F00141	NSO	1960-F19	C   F       	Priborniy otsek	PO	1960 Dec 22	F00140	1960 Dec 22 0752	Earth	1960 Dec 22	S	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1960 Dec 22	   -1000	?	     214	 	 65.00 	 	SO	-	-
F00142	NSO	1961-F01	R4  F       	Cluster 19 Assembly 4	RTV Motor	1961 Feb 25	R04557	1961 Feb 25 0021	Earth	1961 Feb 25	S	-	MSFC	US	JPL	RTV Motor	-	      28 	 	      6 	 	       6 	 	   1.1 	 	  0.1 	 	    1.1 	 	Cyl	1961 Feb 25	   -5100	?	     407	 	 50.00 	 	SO	-	-
F00143	NSO	1961-F01	P   F       	NASA S-45	NASA S-45	1961 Feb 25	F00142	1961 Feb 25 0021	Earth	1961 Feb 25	S	-	GSFC	US	MSFC	S-45	-	      34 	 	     34 	 	      34 	 	   1.4 	 	  0.9 	 	    1.8 	 	DCone + Ant	1961 Feb 25	   -5100	?	     407	 	 50.00 	 	SO	-	-
